date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:25:59	56599/56599	---M-Z	200	added ('OK')	text/html	date:Wed,%2021%20Aug%202019%2021:25:59%20GMT	https://www.twill.net/	D:/Templates%20Web/Plantilla%20Web%202%20-%20Delta%20Cargo/www.twill.net/index.html	(from )
17:26:00	67/67	---M--	200	added ('OK')	text/plain	date:Wed,%2021%20Aug%202019%2021:26:00%20GMT	https://www.twill.net/robots.txt		(from )
17:26:01	44343/44343	---MC-	200	added ('OK')	text/javascript	date:Mon,%2029%20Jul%202019%2021:35:27%20GMT	https://www.google-analytics.com/analytics.js	D:/Templates%20Web/Plantilla%20Web%202%20-%20Delta%20Cargo/www.google-analytics.com/analytics.js	(from https://www.twill.net/)
17:26:01	42/42	---M--	405	error ('Method%20Not%20Allowed')	text/plain	date:Wed,%2021%20Aug%202019%2021:26:02%20GMT	https://www.twill.net/xmlrpc.php	D:/Templates%20Web/Plantilla%20Web%202%20-%20Delta%20Cargo/www.twill.net/xmlrpc.php	(from https://www.twill.net/)
17:26:02	346/346	---M--	200	added ('OK')	image/png	etag:%225d567d2e-15a%22	https://www.twill.net/wp-content/themes/twill/assets/images/ico-32x32.png	D:/Templates%20Web/Plantilla%20Web%202%20-%20Delta%20Cargo/www.twill.net/wp-content/themes/twill/assets/images/ico-32x32.png	(from https://www.twill.net/)
17:26:02	3751/3751	---M--	200	added ('OK')	image/png	etag:%225d57a00a-ea7%22	https://www.twill.net/wp-content/themes/twill/assets/images/ico-192x192.png	D:/Templates%20Web/Plantilla%20Web%202%20-%20Delta%20Cargo/www.twill.net/wp-content/themes/twill/assets/images/ico-192x192.png	(from https://www.twill.net/)
17:26:02	3478/3478	---M--	200	added ('OK')	image/png	etag:%225d567d2e-d96%22	https://www.twill.net/wp-content/themes/twill/assets/images/ico-180x180.png	D:/Templates%20Web/Plantilla%20Web%202%20-%20Delta%20Cargo/www.twill.net/wp-content/themes/twill/assets/images/ico-180x180.png	(from https://www.twill.net/)
17:26:02	3840/3840	---M-Z	200	added ('OK')	text/css	etag:W/%225d567d2e-f00%22	https://www.twill.net/wp-content/plugins/gravityforms/css/formreset.min.css?ver=2.4.9.5	D:/Templates%20Web/Plantilla%20Web%202%20-%20Delta%20Cargo/www.twill.net/wp-content/plugins/gravityforms/css/formreset.min93bd.css	(from https://www.twill.net/)
17:26:02	73306/73306	---M-Z	200	added ('OK')	text/css	etag:W/%225d567d2e-11e5a%22	https://www.twill.net/wp-content/plugins/gravityforms/css/formsmain.min.css?ver=2.4.9.5	D:/Templates%20Web/Plantilla%20Web%202%20-%20Delta%20Cargo/www.twill.net/wp-content/plugins/gravityforms/css/formsmain.min93bd.css	(from https://www.twill.net/)
17:26:03	30175/30175	---M-Z	200	added ('OK')	text/css	etag:W/%225d567d2e-75df%22	https://www.twill.net/wp-content/plugins/gravityforms/css/readyclass.min.css?ver=2.4.9.5	D:/Templates%20Web/Plantilla%20Web%202%20-%20Delta%20Cargo/www.twill.net/wp-content/plugins/gravityforms/css/readyclass.min93bd.css	(from https://www.twill.net/)
17:26:03	7288/7288	---M-Z	200	added ('OK')	text/css	etag:W/%225d567d2e-1c78%22	https://www.twill.net/wp-content/plugins/gravityforms/css/browsers.min.css?ver=2.4.9.5	D:/Templates%20Web/Plantilla%20Web%202%20-%20Delta%20Cargo/www.twill.net/wp-content/plugins/gravityforms/css/browsers.min93bd.css	(from https://www.twill.net/)
17:26:03	20659/20659	---M-Z	200	added ('OK')	text/css	etag:W/%225d567d2e-50b3%22	https://www.twill.net/wp-content/plugins/gravityforms-phone-extension/vendor/intl-tel-input/css/intlTelInput1.min.css?ver=14.0.7	D:/Templates%20Web/Plantilla%20Web%202%20-%20Delta%20Cargo/www.twill.net/wp-content/plugins/gravityforms-phone-extension/vendor/intl-tel-input/css/intlTelInput1.min922d.css	(from https://www.twill.net/)
17:26:03	259/259	---M-Z	200	added ('OK')	text/css	etag:W/%225d567d2e-103%22	https://www.twill.net/wp-content/plugins/gravityforms-phone-extension/assets/css/style.css?ver=14.0.8	D:/Templates%20Web/Plantilla%20Web%202%20-%20Delta%20Cargo/www.twill.net/wp-content/plugins/gravityforms-phone-extension/assets/css/styleed83.css	(from https://www.twill.net/)
17:26:04	29295/29295	---M-Z	200	added ('OK')	text/css	etag:W/%225d567d2e-726f%22	https://www.twill.net/wp-includes/css/dist/block-library/style.min.css?ver=5.2.2	D:/Templates%20Web/Plantilla%20Web%202%20-%20Delta%20Cargo/www.twill.net/wp-includes/css/dist/block-library/style.minbb49.css	(from https://www.twill.net/)
17:26:05	1690/1690	---M-Z	200	added ('OK')	text/css	etag:W/%225d5d5d6f-69a%22	http://www.twill.net/wp-content/plugins/sitepress-multilingual-cms/templates/language-switchers/legacy-dropdown-click/style.css?ver=1	D:/Templates%20Web/Plantilla%20Web%202%20-%20Delta%20Cargo/www.twill.net/wp-content/plugins/sitepress-multilingual-cms/templates/language-switchers/legacy-dropdown-click/style68b3.css	(from https://www.twill.net/)
17:26:06	3248/3248	---M-Z	200	added ('OK')	text/css	date:Wed,%2021%20Aug%202019%2021:26:06%20GMT	https://use.typekit.net/lqw3qko.css?ver=5.2.2	D:/Templates%20Web/Plantilla%20Web%202%20-%20Delta%20Cargo/use.typekit.net/lqw3qkobb49.css	(from https://www.twill.net/)
17:26:06	89156/89156	---M-Z	200	added ('OK')	text/css	etag:W/%225d5d5d70-15c44%22	https://www.twill.net/wp-content/themes/twill/style.css?ver=3929ea1a071c8d5772d3331c61b1a270	D:/Templates%20Web/Plantilla%20Web%202%20-%20Delta%20Cargo/www.twill.net/wp-content/themes/twill/style7d9f.css	(from https://www.twill.net/)
